label,text,posneg,
barely-true,"The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs.",TRUE,
barely-true,"Thompson ""voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer.""",TRUE,
pants-fire,Texas this fiscal year will have more money in reserve than the other 49 states combined.,FALSE,
FALSE,On using the Strategic Petroleum Reserve.,FALSE,
mostly-true,Immigrants are more fertile.,TRUE,
mostly-true,"The proposed education changes ""will not cut one teacher's pay.""",TRUE,
pants-fire,The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,FALSE,
mostly-true,Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,TRUE,
FALSE,Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound.,FALSE,
pants-fire,We spend less on defense today as % of GDP than at any time since Pearl Harbor.,FALSE,
mostly-true,If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,TRUE,
half-true,"Says Scott Walker wants to ban common forms of birth control, including the pill.",TRUE,
FALSE,Jason Kander supports [Obamas] plan to bring the remaining suspected terrorists to U.S. soil.,FALSE,
half-true,"Shelby County donated Im sorry, gave 44 schools to the city of Memphis.",TRUE,
half-true,"Top U.S. intelligence officials have toldevery member of Congress, including the president, were about to be attacked in a serious way because (of) the threat emanating from Syria and Iraq.",TRUE,
TRUE,Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.,TRUE,
TRUE,"In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital.",TRUE,
barely-true,Blames Mike McIntyre and Nancy Pelosi for the second straight year of no cost-of-living increases for Social Security beneficiaries.,TRUE,
barely-true,The government is going to have the right to get into your bank account with the health care bill and make transfers without you knowing it.,TRUE,
half-true,There are mechanisms in place to shut down the Internet privately.,TRUE,
barely-true,The American people support defunding Obamacare and oppose shutting down the government.,TRUE,
half-true,Report that #GOP insisting on changes to Social Security as part of #fiscalcliff false. BTW those changes are supported by @barackobama.,TRUE,
TRUE,"Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun.",TRUE,
pants-fire,The people of Rhode Island dont want same-sex marriage.,FALSE,
half-true,"Rep. Paul Ryans Medicare plan lines the pockets of the private insurance companies, increases costs for seniors and does not reduce the deficit.",TRUE,
barely-true,This year in Congress (Connie Mack IV) has missed almost half of his votes.,TRUE,
barely-true,"1/3 of our kids drop out (of high school), cannot go to college or start a career.",TRUE,
barely-true,Not even old Gen. Eisenhower saluted military personnel as president.,TRUE,
TRUE,"If Wisconsins governor cuts perquisites as much as he plans to do, it would still leave (workers) better off than their private sector counterparts.",TRUE,
barely-true,"You cant get on an airplane, but more than 2,000 people on that list have been able to buy a gun.",TRUE,
FALSE,74 percent of Republicans support the Affordable Care Act.,FALSE,
half-true,"For every $1 spent on afterschool programs, we can save over $5, almost $6, in crime costs down the line.",TRUE,
half-true,"The federal government has $3 trillion in cash flow, so we can pay our bills and wont default.",TRUE,
FALSE,Says Alex Sink failed Florida homeowners by using predatory lending practices.,FALSE,
barely-true,Over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since Dodd-Frank has passed.,TRUE,
barely-true,You cant check out a library book without a photo ID.,TRUE,
pants-fire,Says that Starbucks took Christmas off of their brand new cups.,FALSE,
mostly-true,Atmospheric conditions could push a footballs pressure down approximately one-and-a-half pounds per square inch.,TRUE,
FALSE,"Hillary Clinton supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding.",FALSE,
TRUE,"Under legislation that has cleared the Georgia House, some children who are legal refugees could obtain state scholarships to attend private schools.",TRUE,
mostly-true,"We went from losing 3 million jobs in the last six months of the Bush Administration, adding almost 600,000 private sector jobs in the first six months of the year.",TRUE,
half-true,The STAR Ohio fund just received the highest possible credit rating one of these funds can receive.,TRUE,
half-true,"Taxpayers are on the hook ... for less than a third of the proposed new Atlanta Falcons stadium, and those funds are repaid from money that comes from outsiders.",TRUE,
mostly-true,"In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005.",TRUE,
half-true,"Every year, more than $40 million are leaving Missouri for the Lone Star State.",TRUE,
mostly-true,A college loan is the only loan in the United States that you cannot refinance when interest rates go down.,TRUE,
mostly-true,The House of Representatives has never passed a resolution of disapproval to condemn a member's behavior.,TRUE,
mostly-true,"We are younger than our competitors, and this is entirely because of immigration.",TRUE,
half-true,Recent international reports show the United States near the bottom among industrialized nations for k-12 academic achievement.,TRUE,
TRUE,"Says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home.",TRUE,
half-true,"The policy mistakes that ... the Clintons made got us, in large degree, to the situation that we are in today with mass incarceration.",TRUE,
barely-true,Says he raised average family income by 50 percent during his tenure as Arkansas governor.,TRUE,
half-true,They tried to give us $400 million to build a high-speed train that goes 39 miles an hour.,TRUE,
half-true,"Says the CBO estimates that fully extending the Bush tax cuts would add 600,000-1.4 million jobs in 2011 and 900,000-2.7 million jobs in 2012.",TRUE,
TRUE,President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.,TRUE,
half-true,"According to David Cay Johnston, the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans pay about 16 percent of their income to federal taxes.",TRUE,
FALSE,"Most young Americans right now, theyre not covered by health insurance.",FALSE,
mostly-true,"In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.",TRUE,
TRUE,"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide.",TRUE,
pants-fire,Says two-thirds of groups targeted for IRS scrutiny were not conservative.,FALSE,
pants-fire,"In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And thats where they first established relationships with the young Vladimir Putin.",FALSE,
half-true,"Last week the Texas State Board of Education (SBOE), led by Rick Perrys appointee, voted to remove Thomas Jefferson from social studies textbook standards. Thats right. Thomas Jefferson... was deleted from a list of historical figures who inspired political change.",TRUE,
barely-true,"As a U.S. senator with salary and perks, â€ª#Bernieâ€¬ is in the top 1 percent, but still paid only 13 percent in taxes last year.",TRUE,
TRUE,"You know we can't just pull out now... The truth of the matter is: If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically.",TRUE,
half-true,"From 2013-2015, the richest 14 Americans increased their net wealth by more than $157 billion, yet the Republican budget would not require these Americans to contribute one penny to deficit reduction.",TRUE,
half-true,"Says that while Foster was mayor, Rick Kriseman was ineffective in the Florida House of Representatives because there was no legislation that passed the House that had (Krisemans) name on it.",TRUE,
mostly-true,Says Texas routinely gets a lot more federal spending than it pays in taxes.,TRUE,
FALSE,Cell phone numbers go public this month.,FALSE,
barely-true,Says it has offered $12 million in savings through 2011 and $184 million in savings over the next 25 years in contract negotiations with the City of Milwaukee.,TRUE,
